,Unnamed: 0,old_ind,Hotel_Name,Average_Score,key
385,385,133715,Holiday Inn London Mayfair,8,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'positive', u'room', u'staff']"
386,386,134362,H tel Recamier,9,[]
387,387,134406,TRYP Paris Op ra,7.8,"[u'great', u'location']"
388,388,134477,Royal Saint Michel,8,"[u'breakfast', u'good', u'great', u'hotel', u'location', u'room', u'staff']"
389,389,134761,Paddington Court Executive Rooms,7.9,"[u'clean', u'good', u'location', u'room', u'staff']"
390,390,135039,Novotel London Paddington,8.5,"[u'bed', u'breakfast', u'clean', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'paddington', u'room', u'staff', u'station']"
391,391,135430,Hyatt Regency Paris Etoile,7.1,"[u'breakfast', u'eiffel', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'nice', u'paris', u'positive', u'room', u'staff', u'tower', u'view']"
392,392,136304,Relais Saint Jacques,8.7,"[u'room', u'staff']"
393,393,136424,Hotel Cambon,8.3,[u'location']
394,394,136479,Mercure Paris Montmartre Sacr Coeur,8.4,"[u'good', u'great', u'hotel', u'location', u'room', u'staff']"
395,395,136748,Relais Christine,9.1,[u'location']
396,396,136840,Les Matins de Paris Spa,8.6,"[u'location', u'room', u'staff']"
397,397,136903,Hotel Square,8.5,[]
398,398,136931,H tel Bourgogne Montana by MH,8.9,"[u'hotel', u'location', u'room', u'staff']"
399,399,137058,The Westin Paris Vend me,8.1,[u'location']
400,400,137169,Hotel Montalembert,8.5,[]
401,401,137213,H tel Mathis Elys es,8.7,"[u'friendly', u'hotel', u'location', u'room', u'staff']"
402,402,137407,Le Saint Hotel Paris,8.8,[]
403,403,137449,Hotel Le Squara,8.3,[u'location']
404,404,137571,L Hotel Pergol se Paris,8.2,"[u'good', u'location', u'room', u'staff']"
405,405,137766,H tel Mayfair Paris,8.5,"[u'location', u'staff']"
406,406,137817,Best Western Plus de Neuville Arc de Triomphe,8,[u'staff']
407,407,137888,South Place Hotel,9.3,"[u'bed', u'good', u'great', u'hotel', u'location', u'room', u'service', u'staff', u'stay']"
408,408,138214,The Royal Park Hotel,8.7,"[u'room', u'staff']"
409,409,138360,Holiday Inn Paris Op ra Grands Boulevards,8.2,[u'location']
410,410,138470,Henley House Hotel,8.6,"[u'breakfast', u'clean', u'close', u'comfortable', u'court', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'modern', u'nice', u'room', u'staff', u'station', u'tube']"
411,411,138889,Holiday Inn London Camden Lock,8.6,"[u'bed', u'breakfast', u'camden', u'clean', u'comfortable', u'comfy', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lock', u'lovely', u'market', u'nice', u'room', u'staff', u'stay', u'view']"
412,412,139629,DoubleTree by Hilton London Westminster,8.5,"[u'arrival', u'bed', u'breakfast', u'check', u'clean', u'comfortable', u'comfy', u'cookie', u'cooky', u'excellent', u'food', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'nice', u'positive', u'quiet', u'really', u'room', u'service', u'staff', u'stay', u'walk', u'warm', u'well', u'westminster']"
413,413,140872,Blakemore Hyde Park,8.5,"[u'also', u'area', u'bar', u'bathroom', u'bed', u'big', u'breakfast', u'check', u'clean', u'close', u'comfortable', u'comfy', u'continental', u'definitely', u'easy', u'everything', u'excellent', u'extremely', u'facility', u'food', u'friendly', u'get', u'good', u'great', u'helpful', u'hotel', u'hyde', u'large', u'like', u'location', u'london', u'love', u'lovely', u'modern', u'near', u'nice', u'park', u'pleasant', u'positive', u'price', u'quiet', u'really', u'recommend', u'restaurant', u'room', u'service', u'shower', u'size', u'spacious', u'staff', u'station', u'stay', u'suite', u'tube', u'upgrade', u'upgraded', u'walk', u'welcome', u'well', u'would']"
414,414,143050,Hyatt Regency London The Churchill,8.7,"[u'location', u'room', u'staff']"
415,415,143306,Rathbone,8.3,"[u'bed', u'excellent', u'friendly', u'good', u'great', u'hotel', u'location', u'room', u'staff']"
416,416,143660,Le Belmont Champs Elys es,8.3,"[u'great', u'hotel', u'location', u'room', u'staff']"
417,417,143743,Duret,8.4,[]
418,418,143781,H tel Elysees Mermoz,8.7,"[u'location', u'staff']"
419,419,143888,Majestic Hotel Spa,8.7,[]
420,420,143926,BoB Hotel by Elegancia,9,"[u'hotel', u'room', u'staff']"
421,421,143975,Comfort Inn Suites Kings Cross St Pancras,8.1,"[u'bed', u'breakfast', u'clean', u'comfortable', u'cross', u'friendly', u'good', u'great', u'helpful', u'king', u'location', u'pancras', u'room', u'st', u'staff', u'station']"
422,422,144417,The Queens Gate Hotel,8.2,"[u'albert', u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'comfy', u'excellent', u'friendly', u'good', u'great', u'hall', u'helpful', u'hotel', u'location', u'london', u'lovely', u'museum', u'nice', u'park', u'perfect', u'positive', u'quiet', u'really', u'room', u'royal', u'spacious', u'staff', u'stay', u'walk', u'well']"
423,423,145520,Grange Langham Court Hotel,7.9,"[u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
424,424,145816,Radisson Blu Edwardian Hampshire,8.7,"[u'bed', u'breakfast', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'room', u'square', u'staff', u'stay']"
425,425,146513,Four Seasons Hotel George V Paris,9.3,[u'hotel']
426,426,146634,The Marble Arch London,8.1,"[u'clean', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'positive', u'room', u'staff']"
427,427,147195,H tel Fabric,9.3,"[u'hotel', u'staff']"
428,428,147298,H tel du Minist re,8.8,"[u'breakfast', u'friendly', u'good', u'great', u'hotel', u'location', u'room', u'staff']"
429,429,147504,Shangri La Hotel at The Shard London,9.4,"[u'amaze', u'amazing', u'bathroom', u'beautiful', u'bed', u'best', u'birthday', u'breakfast', u'comfortable', u'everything', u'excellent', u'experience', u'facility', u'fantastic', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'love', u'lovely', u'make', u'perfect', u'pool', u'room', u'service', u'special', u'staff', u'stay', u'view', u'well']"
430,430,148617,Hotel Les Bulles De Paris,8.2,"[u'location', u'staff']"
431,431,148776,Acad mie H tel Saint Germain,9,"[u'friendly', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
432,432,149031,Plaza Tour Eiffel,8.5,"[u'location', u'staff']"
433,433,149098,Park Grand London Kensington,8.4,"[u'also', u'area', u'bathroom', u'bed', u'breakfast', u'check', u'clean', u'close', u'comfortable', u'comfy', u'court', u'definitely', u'earl', u'earls', u'easy', u'everything', u'excellent', u'extremely', u'facility', u'food', u'free', u'friendly', u'fruit', u'get', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'make', u'min', u'minute', u'modern', u'near', u'nice', u'perfect', u'positive', u'quiet', u'really', u'reception', u'restaurant', u'room', u'service', u'shower', u'size', u'small', u'spacious', u'staff', u'station', u'stay', u'tube', u'underground', u'value', u'walk', u'welcome', u'well', u'would']"
434,434,151157,Rocco Forte Brown s Hotel,9.1,[]
435,435,151206,Royal Hotel Champs Elys es,7.9,"[u'location', u'room', u'staff']"
436,436,151416,Best Western Allegro Nation,7.8,[]
437,437,151453,Prince de Galles a Luxury Collection hotel Paris,9,[]
438,438,151493,The Beaufort,8.8,"[u'location', u'room', u'staff']"
439,439,151703,H tel La Parizienne by Elegancia,8.5,"[u'location', u'staff']"
440,440,151827,Madeleine Plaza,8.4,"[u'location', u'staff']"
441,441,151965,Blakes Hotel,8,[u'staff']
442,442,152041,Castille Paris Starhotels Collezione,8.7,"[u'location', u'staff']"
443,443,152204,H tel D Aubusson,9.4,"[u'excellent', u'friendly', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
444,444,152498,Hotel Oscar,8.5,"[u'location', u'room', u'staff']"
445,445,152582,Best Western Bretagne Montparnasse,7.7,"[u'location', u'room', u'staff']"
446,446,152770,The Westbridge Hotel,9,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'modern', u'nice', u'really', u'room', u'staff', u'stay', u'well']"
447,447,153358,Courthouse Hotel Shoreditch,8.9,"[u'friendly', u'great', u'hotel', u'room', u'staff']"
448,448,153617,ME London by Melia,9.2,"[u'bar', u'excellent', u'friendly', u'great', u'hotel', u'location', u'room', u'service', u'staff', u'stay']"
449,449,154088,Grange Clarendon Hotel,8.1,"[u'clean', u'comfortable', u'friendly', u'good', u'great', u'hotel', u'location', u'nice', u'room', u'staff']"
450,450,154457,Hotel Indigo London Kensington,9.1,"[u'breakfast', u'court', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff', u'tube']"
451,451,154810,Novotel Paris 17,7.9,"[u'good', u'hotel', u'room', u'staff']"
452,452,154911,Rafayel Hotel Spa,8,"[u'bathroom', u'bed', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'positive', u'really', u'river', u'room', u'service', u'shower', u'shuttle', u'spa', u'spacious', u'staff', u'stay', u'view']"
453,453,155685,Norfolk Towers Paddington,7.9,"[u'bathroom', u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'comfy', u'continental', u'everything', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'modern', u'near', u'nice', u'paddington', u'positive', u'quiet', u'really', u'restaurant', u'room', u'shower', u'small', u'staff', u'station', u'stay', u'walk', u'well']"
454,454,157216,Artus Hotel by MH,9,"[u'location', u'staff']"
455,455,157274,Best Western Premier Kapital Op ra,8.9,"[u'bed', u'clean', u'comfortable', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'nice', u'room', u'staff']"
456,456,157551,Timhotel Op ra Blanche Fontaine,8.4,[u'room']
457,457,157644,H tel Amastan Paris,9.1,[]
458,458,157678,H tel Gustave,8.8,"[u'clean', u'hotel', u'location', u'room', u'staff']"
459,459,157843,Best Western Maitrise Hotel Edgware Road,6.6,"[u'location', u'room']"
460,460,158063,Georgian House Hotel,8.4,"[u'breakfast', u'clean', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff']"
461,461,158391,Best Western Tour Eiffel Invalides,7.9,"[u'location', u'staff']"
462,462,158465,The Chesterfield Mayfair,9.1,"[u'bed', u'breakfast', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'service', u'staff', u'stay']"
463,463,158947,My Chelsea,8.2,"[u'bed', u'clean', u'comfortable', u'friendly', u'good', u'great', u'hotel', u'location', u'nice', u'quiet', u'room', u'staff']"
464,464,159365,Eiffel Trocad ro,8,[u'location']
465,465,159493,Hotel Saint Petersbourg Opera,8.9,"[u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'paris', u'room', u'staff']"
466,466,159876,H tel Champs lys es Plaza,8.7,"[u'room', u'staff']"
467,467,159941,Melia Paris Tour Eiffel,8.1,[u'location']
468,468,159994,Timhotel Op ra Grands Magasins,8.3,[u'room']
469,469,160073,Dukes Hotel,8.6,"[u'location', u'staff']"
470,470,160147,Radisson Blu Edwardian Berkshire,8.1,"[u'bed', u'breakfast', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'oxford', u'room', u'staff', u'street']"
471,471,160702,Pestana Chelsea Bridge Hotel Spa,8.6,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'facility', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'park', u'positive', u'room', u'spa', u'staff', u'stay']"
472,472,161412,Arbor Hyde Park,8.4,"[u'bathroom', u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'continental', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'hyde', u'location', u'london', u'lovely', u'nice', u'park', u'quiet', u'room', u'spacious', u'staff', u'station', u'stay', u'tube', u'walk', u'well']"
473,473,162238,Mercure Paris Porte De Versailles Expo,7.7,[]
474,474,162278,Great St Helen Hotel,7.4,"[u'bed', u'clean', u'good', u'great', u'hotel', u'location', u'positive', u'room', u'staff']"
475,475,162798,Hotel Whistler,9.2,[]
476,476,162826,Hotel Georgette,8.8,[u'location']
477,477,162877,Westside Arc de Triomphe Hotel,8.1,"[u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff']"
478,478,163170,Etoile Saint Ferdinand,8.3,[u'staff']
479,479,163269,H tel Saint Marc,9.3,"[u'great', u'hotel', u'room', u'staff']"
480,480,163345,United Lodge Hotel and Apartments,7.5,"[u'friendly', u'good', u'location', u'room', u'staff']"
481,481,163568,H tel Le Walt,8.8,"[u'great', u'hotel', u'location', u'room', u'staff']"
482,482,163631,H tel Le Royal Monceau Raffles Paris,9.3,[]
483,483,163653,Eccleston Square Hotel,8.5,"[u'room', u'staff']"
484,484,163825,Nottingham Place Hotel,8.2,"[u'friendly', u'great', u'location', u'room', u'staff']"
485,485,164072,Hotel Claridge Paris,8.1,"[u'location', u'room', u'staff']"
486,486,164259,Strand Palace Hotel,8.1,"[u'also', u'always', u'area', u'attraction', u'bar', u'bathroom', u'bed', u'best', u'big', u'book', u'breakfast', u'brilliant', u'central', u'check', u'choice', u'clean', u'close', u'comfortable', u'comfy', u'concierge', u'convenient', u'cosy', u'could', u'covent', u'day', u'distance', u'easy', u'efficient', u'end', u'even', u'everything', u'excellent', u'executive', u'facility', u'fantastic', u'food', u'free', u'friendly', u'garden', u'get', u'go', u'good', u'great', u'helpful', u'hotel', u'large', u'like', u'location', u'london', u'love', u'lovely', u'make', u'many', u'minute', u'money', u'much', u'near', u'need', u'nice', u'night', u'one', u'palace', u'perfect', u'place', u'pleasant', u'polite', u'position', u'positive', u'price', u'quiet', u'really', u'reception', u'restaurant', u'right', u'room', u'see', u'service', u'shower', u'size', u'small', u'square', u'staff', u'station', u'stay', u'strand', u'theatre', u'time', u'tube', u'upgrade', u'value', u'visit', u'walk', u'want', u'welcome', u'well', u'west', u'within', u'would']"
487,487,168515,H tel L Echiquier Op ra Paris MGallery by Sofitel,9.1,"[u'breakfast', u'great', u'hotel', u'room', u'staff']"
488,488,168654,H tel De Castiglione,7.2,"[u'location', u'room']"
489,489,168855,Hilton London Olympia,7.4,"[u'bar', u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'olympia', u'positive', u'room', u'staff']"
490,490,169744,Grange Buckingham Hotel,8.5,[u'location']
491,491,169793,The Cleveland,8.2,"[u'bed', u'clean', u'comfortable', u'friendly', u'good', u'great', u'helpful', u'location', u'room', u'staff']"
492,492,170082,Dorset Square Hotel,9,"[u'hotel', u'staff']"
493,493,170205,Edouard 7 Paris Op ra,9.1,"[u'great', u'hotel', u'location', u'room', u'staff']"
494,494,170389,Renaissance Paris Arc de Triomphe Hotel,8.4,"[u'location', u'staff']"
495,495,170437,Rubens At The Palace,8.7,"[u'bed', u'breakfast', u'buckingham', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'make', u'nice', u'palace', u'room', u'service', u'staff', u'station', u'stay', u'victoria', u'walk']"
496,496,171202,every hotel Piccadilly,8.8,"[u'bed', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff', u'stay']"
497,497,171770,Millennium Gloucester Hotel London,7.8,"[u'area', u'bar', u'bed', u'breakfast', u'central', u'check', u'clean', u'close', u'club', u'comfortable', u'comfy', u'concierge', u'convenient', u'easy', u'everything', u'excellent', u'food', u'friendly', u'get', u'gloucester', u'good', u'great', u'helpful', u'hotel', u'like', u'lobby', u'location', u'london', u'lovely', u'museum', u'near', u'next', u'nice', u'perfect', u'place', u'positive', u'price', u'quiet', u'really', u'reception', u'restaurant', u'right', u'road', u'room', u'service', u'size', u'spacious', u'staff', u'station', u'stay', u'tube', u'underground', u'value', u'walk', u'well']"
498,498,174335,Novotel Suites Paris Expo Porte de Versailles,8.8,"[u'clean', u'good', u'hotel', u'metro', u'room', u'staff', u'station']"
499,499,174563,K K H tel Cayr Saint Germain des Pr s,8.4,"[u'breakfast', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
500,500,174889,Fielding Hotel,8.7,"[u'bed', u'clean', u'comfortable', u'covent', u'excellent', u'friendly', u'garden', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'perfect', u'quiet', u'room', u'staff', u'stay', u'theatre', u'walk']"
501,501,175622,DoubleTree by Hilton Hotel London Marble Arch,8.1,"[u'bed', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
502,502,176047,Holiday Inn London West,8.1,"[u'bed', u'breakfast', u'clean', u'comfortable', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'nice', u'positive', u'room', u'staff', u'station', u'stay', u'tube']"
503,503,176748,The Soho Hotel,9.5,"[u'great', u'hotel', u'room', u'staff']"
504,504,176905,Le Grand H tel de Normandie,7.5,[]
505,505,176935,Monsieur Cadet Hotel Spa Ex Meyerhold Spa ,8.7,"[u'room', u'staff']"
506,506,176997,H tel de La Tamise Esprit de France,9.6,"[u'location', u'staff']"
507,507,177058,Buddha Bar Hotel Paris,8.8,[u'staff']
508,508,177175,Le A,8.9,[u'staff']
509,509,177266,Holiday Inn Paris Notre Dame,8.3,"[u'excellent', u'great', u'helpful', u'hotel', u'location', u'room', u'staff', u'tower', u'view']"
510,510,177567,Mercure Paris Opera Garnier,8.1,"[u'location', u'room', u'staff']"
511,511,177657,Maison Albar Hotel Paris Op ra Diamond,8.8,"[u'friendly', u'good', u'great', u'hotel', u'location', u'room', u'staff']"
512,512,177947,Grand H tel Du Palais Royal,9.2,"[u'friendly', u'hotel', u'location', u'room', u'staff']"
513,513,178153,Best Western Aulivia Op ra,7.8,"[u'good', u'room', u'staff']"
514,514,178253,Renaissance Paris Vendome Hotel,7.9,[]
515,515,178267,Hotel Park Lane Paris,8.7,"[u'good', u'location', u'room', u'staff']"
516,516,178421,Little Palace Hotel,8.2,"[u'bed', u'clean', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'nice', u'room', u'staff']"
517,517,178724,Napoleon Paris,8.5,"[u'hotel', u'location', u'staff']"
518,518,178958,Andaz London Liverpool Street,9,"[u'bed', u'breakfast', u'comfortable', u'excellent', u'free', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'service', u'staff']"
519,519,179477,Novotel London Canary Wharf,9,[u'view']
520,520,179623,H tel de Lille,8.9,"[u'great', u'hotel', u'location', u'room', u'staff']"
521,521,179767,H tel Concorde Montparnasse,7.9,"[u'bed', u'breakfast', u'clean', u'comfortable', u'eiffel', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'montparnasse', u'nice', u'positive', u'room', u'staff', u'station', u'tower', u'train', u'view']"
522,522,180459,Suites H tel Helzear Montparnasse,8.1,"[u'location', u'staff']"
523,523,180537,Renaissance Paris Republique Hotel Spa,8.5,[]
524,524,180550,citizenM Tower of London,9.1,"[u'also', u'amaze', u'amazing', u'area', u'atmosphere', u'bar', u'bed', u'big', u'breakfast', u'bridge', u'check', u'clean', u'coffee', u'comfortable', u'comfy', u'control', u'cool', u'decor', u'definitely', u'design', u'easy', u'everything', u'excellent', u'facility', u'fantastic', u'feel', u'floor', u'free', u'friendly', u'funky', u'get', u'go', u'good', u'great', u'helpful', u'hill', u'hotel', u'huge', u'ipad', u'light', u'like', u'lobby', u'location', u'london', u'lounge', u'love', u'lovely', u'make', u'modern', u'movie', u'need', u'new', u'next', u'nice', u'perfect', u'place', u'positive', u'price', u'quirky', u'really', u'right', u'room', u'service', u'shower', u'small', u'smart', u'space', u'staff', u'station', u'stay', u'super', u'th', u'top', u'tower', u'tube', u'tv', u'use', u'view', u'well', u'work', u'would']"
525,525,182233,Chiswick Rooms,7.8,"[u'clean', u'good', u'location', u'room', u'staff']"
526,526,182575,Claridge s,9.3,[u'staff']
527,527,182732,La Suite West Hyde Park,8,"[u'location', u'room', u'staff']"
528,528,183024,St James Court A Taj Hotel London,8.7,"[u'amaze', u'area', u'attentive', u'bar', u'beautiful', u'bed', u'breakfast', u'buckingham', u'central', u'check', u'clean', u'close', u'comfortable', u'comfy', u'courtyard', u'distance', u'everything', u'excellent', u'extremely', u'facility', u'fantastic', u'feel', u'food', u'friendly', u'get', u'good', u'great', u'helpful', u'hotel', u'james', u'like', u'lobby', u'location', u'london', u'love', u'lovely', u'make', u'minute', u'nice', u'palace', u'park', u'perfect', u'place', u'positive', u'quiet', u'really', u'reception', u'restaurant', u'room', u'service', u'size', u'spacious', u'st', u'staff', u'station', u'stay', u'time', u'tube', u'walk', u'welcome', u'well', u'wonderful', u'would']"
529,529,185094,Elys es R gencia,8.2,"[u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
530,530,185370,H tel De Sers Champs Elys es Paris,8.5,"[u'location', u'room', u'staff']"
531,531,185450,Hotel le Lapin Blanc,9.1,"[u'hotel', u'location', u'room', u'staff']"
532,532,185602,41,9.6,"[u'hotel', u'staff']"
533,533,185705,Shaftesbury Suites London Marble Arch,8.1,"[u'breakfast', u'good', u'location', u'room', u'staff']"
534,534,185994,Grange Strathmore Hotel,8,"[u'bed', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'quiet', u'room', u'staff']"
535,535,186442,H tel R de Paris Boutique Hotel,9.1,"[u'hotel', u'room', u'staff']"
536,536,186555,Villa Panth on,8.1,"[u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
537,537,186831,Trinit Haussmann,8.4,[u'room']
538,538,186892,The RE London Shoreditch,7.8,"[u'bed', u'breakfast', u'clean', u'comfortable', u'comfy', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'nice', u'positive', u'room', u'staff', u'stay']"
539,539,187785,London City Suites,8.9,"[u'bed', u'clean', u'comfortable', u'comfy', u'everything', u'excellent', u'free', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'nice', u'really', u'room', u'service', u'staff', u'station', u'stay', u'welcome', u'well']"
540,540,188525,H tel Crayon Rouge by Elegancia,9,"[u'friendly', u'hotel', u'location', u'room', u'staff']"
541,541,188607,Mercure Paris Opera Grands Boulevards,8,[u'room']
542,542,188672,St George s Hotel Wembley,8.9,"[u'amaze', u'arena', u'bath', u'bathroom', u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'comfy', u'definitely', u'everything', u'excellent', u'facility', u'food', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'love', u'lovely', u'modern', u'nice', u'park', u'perfect', u'positive', u'price', u'really', u'restaurant', u'room', u'service', u'shower', u'stadium', u'staff', u'stay', u'tv', u'value', u'walk', u'well', u'wembley', u'would']"
543,543,189884,Hotel Le Saint Gregoire,8.5,[]
544,544,189904,Le Mathurin Hotel Spa,8.6,"[u'location', u'room', u'staff']"
545,545,190062,H tel Saint Paul Rive Gauche,8.9,[u'location']
546,546,190107,The Justin James Hotel,8.3,"[u'clean', u'friendly', u'good', u'hotel', u'location', u'room', u'staff']"
547,547,190367,Millennium Hotel London Mayfair,7.8,"[u'bar', u'bed', u'breakfast', u'clean', u'club', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'positive', u'room', u'staff', u'street']"
548,548,191620,H tel de Varenne,8.7,"[u'helpful', u'hotel', u'location', u'room', u'staff']"
549,549,191715,A La Villa Madame,8.8,[]
550,550,191756,The Curtain,9.1,[]
551,551,191786,45 Park Lane Dorchester Collection,9.4,[]
552,552,191814,Grange Tower Bridge Hotel,8.7,"[u'bed', u'clean', u'comfortable', u'everything', u'excellent', u'facility', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'pool', u'room', u'spa', u'staff', u'stay', u'view']"
553,553,192504,Le Tsuba Hotel,9.3,[u'hotel']
554,554,192561,St Martins Lane A Morgans Original,9,"[u'bar', u'bed', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
555,555,193053,H tel Barri re Le Fouquet s,9,[]
556,556,193088,Novotel London Blackfriars,8.7,"[u'bed', u'breakfast', u'clean', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'pool', u'room', u'staff']"
557,557,193516,Hotel Villa Lafayette Paris IX,8.8,[]
558,558,193541,Canary Riverside Plaza Hotel,8.9,"[u'room', u'staff']"
559,559,193679,The Marylebone Hotel,8.9,"[u'bar', u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'positive', u'restaurant', u'room', u'service', u'staff', u'stay', u'street']"
560,560,194356,L Empire Paris,8.6,"[u'location', u'staff']"
561,561,194475,The Zetter Townhouse Clerkenwell,9.1,[]
562,562,194506,The Whitechapel,7.6,"[u'clean', u'good', u'nice', u'room', u'staff']"
563,563,194819,Suites H tel Helzear Champs Elys es,8.2,"[u'good', u'location', u'room', u'staff']"
564,564,195046,St George Hotel,7.4,[u'location']
565,565,195168,Best Western Premier Op ra Faubourg Ex Hotel Jules ,8.1,"[u'bed', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff']"
566,566,195491,Pershing Hall,8.2,[]
567,567,195505,The Premier Notting Hill,7.3,"[u'area', u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'nice', u'positive', u'quiet', u'really', u'room', u'staff', u'station', u'stay', u'tube', u'walk']"
568,568,196472,H tel Pont Royal,8.6,"[u'location', u'staff']"
569,569,196534,Le G n ral H tel,9.1,"[u'hotel', u'room', u'staff']"
570,570,196656,H tel Th r se,9,"[u'location', u'staff']"
571,571,196788,Best Western Premier Trocadero La Tour,8,[]
572,572,196840,Holiday Inn London Whitechapel,8.5,"[u'bed', u'breakfast', u'clean', u'friendly', u'good', u'helpful', u'hotel', u'room', u'staff']"
573,573,197217,Washington Mayfair Hotel,7.9,"[u'bed', u'breakfast', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'positive', u'room', u'staff', u'stay']"
574,574,197916,Radisson Blu Edwardian New Providence Wharf,9,"[u'amaze', u'amazing', u'bar', u'bathroom', u'beautiful', u'bed', u'birthday', u'breakfast', u'clean', u'comfortable', u'comfy', u'everything', u'excellent', u'facility', u'fantastic', u'food', u'friendly', u'go', u'good', u'great', u'helpful', u'hotel', u'location', u'love', u'lovely', u'make', u'nice', u'positive', u'really', u'restaurant', u'river', u'room', u'service', u'shower', u'staff', u'stay', u'view', u'would']"
575,575,199064,Hilton London Tower Bridge,8.7,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'jamie', u'location', u'london', u'lovely', u'nice', u'positive', u'room', u'staff']"
