,Unnamed: 0,old_ind,Hotel_Name,Average_Score,key
1188,1188,411149,Silken Ramblas,7.9,"[u'breakfast', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
1189,1189,411549,Duquesa Suites Barcelona,9.1,"[u'clean', u'friendly', u'great', u'helpful', u'location', u'nice', u'pool', u'room', u'staff', u'view']"
1190,1190,411830,Hotel SB Diagonal Zero Barcelona 4 Sup,8.2,"[u'also', u'area', u'bar', u'beach', u'bed', u'breakfast', u'centre', u'city', u'clean', u'close', u'comfortable', u'excellent', u'facility', u'floor', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lounge', u'lovely', u'metro', u'near', u'nice', u'pool', u'positive', u'room', u'shopping', u'spa', u'staff', u'stay', u'view', u'walk', u'well']"
1191,1191,412676,Hotel DO Pla a Reial G L ,9.3,"[u'room', u'staff']"
1192,1192,412777,W Barcelona,8.5,"[u'amaze', u'beach', u'bed', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'pool', u'room', u'service', u'staff', u'view']"
1193,1193,413352,H10 Urquinaona Plaza,9.1,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'room', u'staff', u'stay']"
1194,1194,413840,Hotel du Louvre in the Unbound Collection by Hyatt,8.3,"[u'friendly', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
1195,1195,414126,W Paris Op ra,8.2,[]
1196,1196,414166,Hotel Miramar Barcelona GL,8.7,"[u'great', u'hotel', u'location', u'room', u'staff', u'view']"
1197,1197,414395,Olivia Plaza Hotel,9.3,"[u'barcelona', u'best', u'breakfast', u'catalunya', u'clean', u'everything', u'excellent', u'fantastic', u'friendly', u'give', u'good', u'great', u'helpful', u'hotel', u'location', u'make', u'nice', u'perfect', u'plaza', u'room', u'service', u'staff', u'stay', u'upgrade', u'view']"
1198,1198,415168,Catalonia Barcelona Plaza,8.4,"[u'airport', u'amaze', u'area', u'bar', u'bed', u'breakfast', u'bus', u'clean', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'nice', u'outside', u'perfect', u'pool', u'positive', u'really', u'roof', u'rooftop', u'room', u'staff', u'stay', u'suite', u'top', u'view']"
1199,1199,416100,Barcel Sants,8.6,"[u'airport', u'barcelona', u'bed', u'breakfast', u'city', u'clean', u'close', u'comfortable', u'convenient', u'design', u'easy', u'excellent', u'friendly', u'get', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'modern', u'nice', u'perfect', u'positive', u'really', u'right', u'room', u'sants', u'space', u'staff', u'station', u'stay', u'theme', u'train', u'travel', u'view']"
1200,1200,416936,London Marriott Maida Vale,8.1,"[u'bed', u'breakfast', u'clean', u'comfortable', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff']"
1201,1201,417387,The Langham London,9.3,"[u'bar', u'bed', u'breakfast', u'club', u'comfortable', u'everything', u'excellent', u'food', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'room', u'service', u'staff', u'stay']"
1202,1202,417946,The Ned,9.3,"[u'bar', u'great', u'hotel', u'room', u'staff']"
1203,1203,418203,Sofitel Vienna Stephansdom,9,"[u'location', u'room', u'staff', u'view']"
1204,1204,418379,Grand Hotel Amr th Amsterdam,8.3,"[u'bar', u'bed', u'breakfast', u'building', u'comfortable', u'excellent', u'free', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'mini', u'nice', u'room', u'spa', u'staff', u'station']"
1205,1205,418909,art otel Amsterdam,9,"[u'bed', u'breakfast', u'central', u'clean', u'comfortable', u'design', u'everything', u'excellent', u'food', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'modern', u'nice', u'perfect', u'really', u'room', u'service', u'staff', u'station', u'stay']"
1206,1206,419699,NH Collection Amsterdam Barbizon Palace,8.6,"[u'amsterdam', u'bed', u'breakfast', u'central', u'clean', u'close', u'comfortable', u'everything', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'perfect', u'positive', u'really', u'room', u'staff', u'station', u'stay', u'train', u'walk']"
1207,1207,420491,Pulitzer Amsterdam,9.1,"[u'excellent', u'friendly', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
1208,1208,420791,Dikker en Thijs Fenice Hotel,8.4,"[u'bed', u'breakfast', u'canal', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'restaurant', u'room', u'staff', u'tram', u'view', u'walk']"
1209,1209,421334,Andaz Amsterdam Prinsengracht A Hyatt Hotel,9.3,"[u'great', u'hotel', u'location', u'room', u'staff']"
1210,1210,421548,Hotel Seven One Seven,8.8,[]
1211,1211,421565,citizenM Amsterdam,8.6,"[u'airport', u'also', u'amaze', u'amsterdam', u'area', u'bar', u'bed', u'breakfast', u'centre', u'check', u'city', u'clean', u'close', u'comfortable', u'comfy', u'concept', u'control', u'cool', u'design', u'easy', u'everything', u'excellent', u'facility', u'food', u'free', u'friendly', u'get', u'good', u'great', u'helpful', u'hotel', u'ipad', u'light', u'like', u'location', u'love', u'lovely', u'make', u'min', u'minute', u'modern', u'movie', u'nice', u'one', u'perfect', u'positive', u'really', u'room', u'service', u'shower', u'staff', u'station', u'stay', u'stop', u'super', u'train', u'tram', u'tv', u'use', u'walk', u'well', u'zuid']"
1212,1212,422743,InterContinental Amstel Amsterdam,9,[]
1213,1213,422777,Attica 21 Barcelona Mar,8.1,"[u'hotel', u'location', u'room', u'staff']"
1214,1214,422945,Hotel America Barcelona,8.7,"[u'location', u'room', u'staff']"
1215,1215,422999,Golden Tulip Amsterdam Riverside,7.5,"[u'bed', u'clean', u'comfortable', u'friendly', u'good', u'great', u'helpful', u'hotel', u'nice', u'room', u'staff', u'view']"
1216,1216,423505,Catalonia Park Putxet,7.4,"[u'bed', u'breakfast', u'clean', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'pool', u'room', u'staff', u'view']"
1217,1217,423947,Hotel Murmuri Barcelona,8.8,"[u'location', u'room', u'staff']"
1218,1218,424037,NH Collection Barcelona Gran Hotel Calder n,8.8,"[u'great', u'location', u'room', u'staff']"
1219,1219,424226,H10 Metropolitan 4 Sup,9.2,"[u'bed', u'breakfast', u'comfortable', u'everything', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'perfect', u'room', u'staff', u'stay']"
1220,1220,424740,HCC Regente,8.1,[u'location']
1221,1221,424812,Barcel Raval,8.4,"[u'bar', u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'modern', u'nice', u'roof', u'rooftop', u'room', u'staff', u'terrace', u'top', u'view', u'walk']"
1222,1222,425364,Le M ridien Barcelona,8.2,[u'location']
1223,1223,425482,Ilunion Barcelona,7.9,"[u'beach', u'bed', u'big', u'breakfast', u'clean', u'close', u'comfortable', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'nice', u'pool', u'positive', u'restaurant', u'room', u'spacious', u'staff', u'walk']"
1224,1224,426102,Austria Trend Hotel Rathauspark Wien,8.5,"[u'breakfast', u'clean', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
1225,1225,426432,Hotel Landhaus Fuhrgassl Huber,9,"[u'breakfast', u'good', u'hotel', u'nice', u'staff']"
1226,1226,426503,Hotel Parco di Sch nbrunn Vienna,7.9,[u'room']
1227,1227,426562,Catalonia Born,8.8,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff', u'stay']"
1228,1228,427001,NH Amsterdam Caransa,7.9,"[u'good', u'great', u'hotel', u'location', u'room', u'staff']"
1229,1229,427257,NH Amsterdam Schiller,7.7,"[u'bed', u'breakfast', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
1230,1230,427742,Royal Amsterdam Hotel,7.4,"[u'location', u'staff']"
1231,1231,427904,Lindner Hotel Am Belvedere,8.4,"[u'breakfast', u'good', u'room']"
1232,1232,427988,NH Wien Belvedere,8.4,"[u'breakfast', u'good', u'hotel', u'location', u'room']"
1233,1233,428187,Austria Trend Hotel Savoyen Vienna,8.9,"[u'bathroom', u'bed', u'belvedere', u'big', u'breakfast', u'city', u'clean', u'close', u'comfortable', u'everything', u'excellent', u'executive', u'friendly', u'good', u'great', u'helpful', u'hotel', u'large', u'location', u'nice', u'room', u'spacious', u'staff', u'station', u'stay', u'train', u'tram', u'walk']"
1234,1234,428900,Austria Trend Hotel Doppio Wien,8.7,"[u'breakfast', u'clean', u'comfortable', u'free', u'good', u'hotel', u'nice', u'parking', u'room', u'staff']"
1235,1235,429239,K West Hotel Spa,8.4,"[u'bar', u'bed', u'clean', u'comfortable', u'comfy', u'excellent', u'facility', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'positive', u'room', u'service', u'spa', u'staff', u'stay']"
1236,1236,430001,Appartement Hotel an der Riemergasse,9.2,"[u'apartment', u'great', u'location', u'room', u'staff']"
1237,1237,430226,Saint SHERMIN bed breakfast champagne,9,"[u'location', u'room', u'staff']"
1238,1238,430390,The Wittmore Adults Only,9.4,"[u'hotel', u'staff']"
1239,1239,430475,Le Meridien Vienna,8.3,"[u'breakfast', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff']"
1240,1240,430983,The College Hotel,8.3,"[u'hotel', u'room', u'staff']"
1241,1241,431136,Hotel Roemer Amsterdam,8.3,"[u'bed', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff']"
1242,1242,431404,Hotel mbit Barcelona,8.9,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff']"
1243,1243,431720,Catalonia Eixample 1864,8.3,"[u'bed', u'breakfast', u'clean', u'comfortable', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'pool', u'room', u'staff']"
1244,1244,432148,Negresco Princess 4 Sup,8.9,"[u'bar', u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'free', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'modern', u'nice', u'pool', u'roof', u'room', u'shower', u'staff', u'terrace', u'walk']"
1245,1245,432668,Petit Palace Barcelona,7.9,"[u'location', u'staff']"
1246,1246,432828,Roger de Ll ria,8.5,"[u'location', u'staff']"
1247,1247,432956,Hotel Garbi Millenni,7.6,"[u'location', u'staff']"
1248,1248,433036,Vincci Gala,8.9,"[u'location', u'room', u'staff']"
1249,1249,433203,Catalonia Square 4 Sup,9.4,"[u'buffet', u'clean', u'day', u'everything', u'excellent', u'free', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'perfect', u'room', u'snack', u'staff']"
1250,1250,433640,H10 Universitat,8.5,"[u'breakfast', u'clean', u'friendly', u'good', u'great', u'hotel', u'location', u'room', u'staff']"
1251,1251,433920,Hotel Regina,8.4,"[u'breakfast', u'good', u'great', u'hotel', u'location', u'nice', u'room', u'staff']"
1252,1252,434204,Bcn Urban Hotels Gran Rosellon,8.5,"[u'clean', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff']"
1253,1253,434602,Gallery Hotel,9.1,"[u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
1254,1254,434834,Hotel Omm,8.9,"[u'location', u'staff']"
1255,1255,434967,Ayre Hotel Rosell n,8.7,"[u'breakfast', u'clean', u'excellent', u'familia', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'nice', u'roof', u'room', u'sagrada', u'staff', u'terrace', u'view']"
1256,1256,435486,Evenia Rossello,8.2,"[u'location', u'room', u'staff']"
1257,1257,435573,Hotel Imlauer Wien,8.5,"[u'room', u'staff']"
1258,1258,435729,Hotel Nestroy Wien,8.1,"[u'hotel', u'location', u'room', u'staff']"
1259,1259,435824,Hotel Lam e,8.7,"[u'location', u'room', u'staff']"
1260,1260,435995,Crowne Plaza London Docklands,8.8,"[u'also', u'amaze', u'bar', u'bed', u'breakfast', u'cable', u'car', u'clean', u'close', u'comfortable', u'comfy', u'everything', u'excel', u'excellent', u'facility', u'fantastic', u'food', u'friendly', u'get', u'good', u'great', u'helpful', u'hotel', u'like', u'location', u'london', u'love', u'lovely', u'make', u'nice', u'perfect', u'pool', u'positive', u'quiet', u'really', u'reception', u'room', u'service', u'spa', u'spacious', u'staff', u'stay', u'view', u'welcome', u'well', u'would']"
1261,1261,437574,K K Palais Hotel,8.6,"[u'breakfast', u'friendly', u'good', u'hotel', u'location', u'room', u'staff']"
1262,1262,437802,Radisson Blu Hotel Amsterdam,8.6,"[u'amsterdam', u'bed', u'breakfast', u'central', u'check', u'clean', u'close', u'comfortable', u'everything', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'perfect', u'positive', u'quiet', u'really', u'room', u'service', u'staff', u'stay', u'walk', u'well']"
1263,1263,438979,Catalonia Rigoletto,8.6,"[u'bed', u'clean', u'good', u'hotel', u'location', u'nice', u'room', u'staff']"
1264,1264,439256,Hotel Neri,9.2,"[u'great', u'hotel', u'location', u'staff']"
1265,1265,439332,Capri by Fraser Barcelona,8.8,"[u'apartment', u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'modern', u'nice', u'room', u'spacious', u'staff', u'station', u'stay', u'walk', u'well']"
1266,1266,439850,Hotel Espa a Ramblas,8.7,"[u'bar', u'beautiful', u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'perfect', u'ramblas', u'restaurant', u'room', u'staff']"
1267,1267,440520,Abba Garden,7.9,"[u'clean', u'good', u'hotel', u'nice', u'room', u'staff']"
1268,1268,440645,Zenit Barcelona,8.1,"[u'hotel', u'location', u'room', u'staff']"
1269,1269,440724,Hyatt Regency Amsterdam,8.8,"[u'hotel', u'room', u'staff']"
1270,1270,440791,Austria Trend Hotel Schloss Wilhelminenberg Wien,8.3,"[u'breakfast', u'good', u'hotel', u'location', u'room', u'view']"
1271,1271,440985,Copthorne Tara Hotel London Kensington,8.1,"[u'access', u'albert', u'also', u'always', u'area', u'bar', u'bed', u'breakfast', u'bus', u'car', u'central', u'check', u'choice', u'clean', u'close', u'club', u'coffee', u'comfortable', u'comfy', u'convenient', u'could', u'day', u'easy', u'efficient', u'even', u'everything', u'excellent', u'facility', u'fantastic', u'floor', u'food', u'free', u'friendly', u'get', u'go', u'good', u'great', u'guest', u'hall', u'helpful', u'high', u'hotel', u'kensington', u'large', u'like', u'location', u'london', u'lounge', u'lovely', u'make', u'minute', u'money', u'much', u'near', u'need', u'nice', u'park', u'perfect', u'pleasant', u'polite', u'positive', u'price', u'quiet', u'really', u'reception', u'restaurant', u'room', u'royal', u'service', u'shop', u'size', u'spacious', u'staff', u'station', u'stay', u'street', u'time', u'tube', u'underground', u'upgrade', u'upgraded', u'value', u'view', u'walk', u'welcome', u'well', u'would']"
1272,1272,444563,Courtyard by Marriott Vienna Schoenbrunn,8.3,"[u'good', u'hotel', u'location', u'room', u'staff']"
1273,1273,444657,Arthotel ANA Prime,8.4,"[u'breakfast', u'clean', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff']"
1274,1274,444964,Fletcher Hotel Amsterdam,7.8,"[u'bar', u'bed', u'breakfast', u'clean', u'design', u'free', u'friendly', u'good', u'great', u'hotel', u'location', u'modern', u'nice', u'positive', u'restaurant', u'room', u'shower', u'staff', u'view']"
1275,1275,445559,Austria Trend Hotel Park Royal Palace Vienna,8.8,"[u'breakfast', u'clean', u'comfortable', u'excellent', u'good', u'great', u'hotel', u'location', u'nice', u'room', u'staff']"
1276,1276,445999,Falkensteiner Hotel Wien Zentrum Schottenfeld,8.3,"[u'breakfast', u'good', u'room', u'staff']"
1277,1277,446094,Hilton Vienna Plaza,8.6,"[u'breakfast', u'good', u'great', u'hotel', u'location', u'room', u'staff']"
1278,1278,446384,Palais Hansen Kempinski Vienna,9.2,"[u'hotel', u'room', u'staff']"
1279,1279,446580,Hotel de France Wien,8.5,"[u'bed', u'breakfast', u'choice', u'city', u'clean', u'close', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'large', u'location', u'lovely', u'nice', u'perfect', u'positive', u'room', u'spacious', u'staff', u'station', u'vienna', u'walk', u'well']"
1280,1280,447536,Grand Ferdinand Vienna Your Hotel In The City Center,8.6,"[u'bed', u'breakfast', u'comfortable', u'design', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'restaurant', u'room', u'staff', u'view']"
1281,1281,448013,Hotel Am Schubertring,8.2,"[u'good', u'helpful', u'hotel', u'location', u'room', u'staff']"
1282,1282,448298,The Ritz Carlton Vienna,8.9,[u'staff']
1283,1283,448418,Hotel K nig von Ungarn,9.3,"[u'breakfast', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
1284,1284,448686,Hotel Domizil,8.9,"[u'breakfast', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
1285,1285,448911,Hotel Capricorno,9.1,"[u'afternoon', u'breakfast', u'cake', u'city', u'clean', u'close', u'coffee', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff', u'walk']"
1286,1286,449422,Hotel Advance,8.3,[]
1287,1287,449450,Derag Livinghotel Kaiser Franz Joseph Vienna,8,[u'good']
1288,1288,449597,Room Mate Giulia,9.3,"[u'breakfast', u'clean', u'design', u'duomo', u'everything', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'perfect', u'room', u'staff', u'stay']"
1289,1289,450118,Simm s Hotel,8.5,"[u'breakfast', u'clean', u'hotel', u'location', u'next', u'room', u'station']"
1290,1290,450210,Hotel Esther a,9.1,"[u'also', u'amaze', u'amsterdam', u'area', u'available', u'back', u'bar', u'bathroom', u'beautiful', u'beautifully', u'bed', u'breakfast', u'cake', u'canal', u'central', u'charm', u'clean', u'close', u'coffee', u'comfortable', u'comfy', u'complimentary', u'could', u'day', u'decor', u'decorate', u'definitely', u'distance', u'drink', u'everything', u'excellent', u'extremely', u'fabulous', u'fantastic', u'feel', u'free', u'friendly', u'get', u'go', u'good', u'great', u'helpful', u'hotel', u'like', u'lobby', u'location', u'love', u'lovely', u'make', u'nice', u'one', u'perfect', u'place', u'positive', u'quiet', u'really', u'reception', u'recommend', u'restaurant', u'room', u'service', u'small', u'staff', u'stay', u'tea', u'time', u'touch', u'view', u'walk', u'welcome', u'well', u'within', u'wonderful', u'would']"
1291,1291,452047,Hotel Royal,8.6,"[u'breakfast', u'location', u'staff']"
1292,1292,452196,Sloane Square Hotel,8.2,"[u'bed', u'comfortable', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
1293,1293,452658,Best Western Plus Hotel Blue Square,7.3,"[u'bed', u'breakfast', u'bus', u'city', u'clean', u'comfortable', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'positive', u'room', u'staff', u'tram']"
1294,1294,453252,Austria Trend Hotel Ananas Wien,8.2,"[u'breakfast', u'city', u'clean', u'close', u'comfortable', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'nice', u'room', u'staff', u'station']"
1295,1295,453798,Hotel Zeitgeist Vienna Hauptbahnhof,8.7,"[u'good', u'hotel', u'location', u'room', u'staff', u'station', u'train']"
1296,1296,453898,AZIMUT Hotel Vienna,8.2,"[u'location', u'station']"
1297,1297,454064,Hilton London Canary Wharf,9,"[u'bed', u'breakfast', u'canary', u'check', u'choice', u'clean', u'close', u'comfortable', u'comfy', u'dlr', u'easy', u'everything', u'excellent', u'facility', u'fantastic', u'food', u'friendly', u'get', u'good', u'great', u'helpful', u'hotel', u'large', u'location', u'london', u'lovely', u'make', u'nice', u'perfect', u'positive', u'quiet', u'really', u'reception', u'restaurant', u'room', u'service', u'size', u'spacious', u'staff', u'station', u'stay', u'tube', u'welcome', u'well', u'wharf', u'would']"
1298,1298,455605,Grange Holborn Hotel,8.4,"[u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
1299,1299,455966,WestCord Art Hotel Amsterdam 4 stars,8.5,"[u'bed', u'breakfast', u'bus', u'centre', u'city', u'clean', u'comfortable', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'room', u'staff', u'stay']"
1300,1300,456433,W Amsterdam,8.4,"[u'great', u'hotel', u'location', u'room', u'staff']"
1301,1301,456647,NH City Centre Amsterdam,8.2,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'perfect', u'positive', u'restaurant', u'room', u'staff', u'walk']"
1302,1302,457425,The Stafford London,9.1,"[u'hotel', u'location', u'room', u'staff']"
1303,1303,457625,The Tower A Guoman Hotel,8.6,"[u'amaze', u'bar', u'bed', u'breakfast', u'bridge', u'clean', u'comfortable', u'comfy', u'dock', u'everything', u'excellent', u'fantastic', u'food', u'friendly', u'get', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'nice', u'perfect', u'positive', u'really', u'reception', u'restaurant', u'river', u'room', u'service', u'st', u'staff', u'stay', u'thames', u'tower', u'view', u'well', u'would']"
1304,1304,459453,Ramada Apollo Amsterdam Centre,8.2,"[u'airport', u'also', u'amaze', u'amazing', u'amsterdam', u'area', u'back', u'bar', u'beautiful', u'bed', u'big', u'breakfast', u'bus', u'center', u'central', u'centre', u'city', u'clean', u'close', u'comfortable', u'comfy', u'easy', u'everything', u'excellent', u'facility', u'fantastic', u'floor', u'food', u'free', u'friendly', u'get', u'give', u'go', u'good', u'great', u'helpful', u'hotel', u'like', u'location', u'lovely', u'make', u'min', u'minute', u'modern', u'next', u'nice', u'outside', u'park', u'perfect', u'place', u'positive', u'quiet', u'really', u'reception', u'recommend', u'restaurant', u'right', u'roof', u'rooftop', u'room', u'service', u'shuttle', u'spacious', u'staff', u'station', u'stay', u'stop', u'take', u'terrace', u'th', u'time', u'top', u'tram', u'view', u'walk', u'well', u'would']"
1305,1305,461157,Amsterdam Marriott Hotel,8.1,"[u'breakfast', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'hotel', u'location', u'positive', u'room', u'staff']"
1306,1306,461546,Park Hotel,8.3,"[u'bed', u'breakfast', u'clean', u'comfortable', u'comfy', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'museum', u'nice', u'really', u'room', u'staff', u'stay']"
1307,1307,462182,NH Amsterdam Centre,7.7,"[u'breakfast', u'friendly', u'good', u'great', u'hotel', u'location', u'positive', u'room', u'staff']"
1308,1308,462577,DO CO Hotel Vienna,9,"[u'location', u'room']"
1309,1309,462731,Hotel Am Stephansplatz,9.3,"[u'breakfast', u'location', u'room', u'staff']"
1310,1310,462866,The Savoy,9.4,"[u'bed', u'everything', u'excellent', u'friendly', u'great', u'helpful', u'hotel', u'location', u'make', u'room', u'savoy', u'service', u'staff', u'stay']"
1311,1311,463406,The May Fair Hotel,8.4,"[u'bar', u'bed', u'breakfast', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'positive', u'room', u'service', u'staff', u'stay']"
1312,1312,464206,Best Western Hotel Pension Arenberg Wien Zentrum,7.7,"[u'breakfast', u'good', u'location', u'room']"
1313,1313,464405,Hotel Stefanie,9.1,"[u'bed', u'breakfast', u'buffet', u'choice', u'city', u'clean', u'close', u'comfortable', u'everything', u'excellent', u'food', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'old', u'restaurant', u'room', u'service', u'staff', u'stay', u'vienna', u'walk', u'well']"
1314,1314,465289,Hotel City Central,8.6,"[u'breakfast', u'city', u'clean', u'close', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff', u'walk']"
1315,1315,465852,Amba Hotel Charing Cross,9.3,"[u'bar', u'bed', u'breakfast', u'clean', u'comfortable', u'everything', u'excellent', u'free', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'make', u'nice', u'perfect', u'room', u'service', u'staff', u'stay', u'well']"
1316,1316,466637,Hotel Das Tigra,8.9,"[u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
1317,1317,466995,Holiday Inn London Brent Cross,7.9,"[u'bed', u'breakfast', u'friendly', u'good', u'great', u'helpful', u'location', u'room', u'service', u'shuttle', u'staff']"
1318,1318,467428,Bermondsey Square Hotel A Bespoke Hotel,8.3,"[u'bed', u'clean', u'comfortable', u'friendly', u'good', u'great', u'hotel', u'location', u'nice', u'room', u'staff']"
1319,1319,467827,Courtyard by Marriott Vienna Prater Messe,8.7,[u'room']
1320,1320,468018,NH Barcelona Stadium,8.1,"[u'breakfast', u'camp', u'clean', u'good', u'great', u'hotel', u'location', u'nou', u'room', u'stadium', u'staff']"
1321,1321,468194,Imperial Riding School Renaissance Vienna Hotel,8.1,"[u'bed', u'breakfast', u'good', u'hotel', u'location', u'nice', u'room', u'staff']"
1322,1322,468461,Aparthotel Adagio Vienna City,8.1,"[u'city', u'friendly', u'good', u'great', u'hotel', u'location', u'room', u'staff', u'walk']"
1323,1323,468773,Mercure Barcelona Condor,8,[]
1324,1324,468819,H10 Cubik 4 Sup,9.3,"[u'bar', u'bed', u'breakfast', u'clean', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'roof', u'room', u'staff', u'stay', u'terrace']"
1325,1325,469201,Sunotel Club Central,8.2,"[u'breakfast', u'clean', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'pool', u'room', u'staff', u'walk']"
1326,1326,469602,Conservatorium Hotel,9.2,"[u'hotel', u'staff']"
1327,1327,469740,NH Amsterdam Zuid,7.8,"[u'breakfast', u'good', u'hotel', u'room', u'staff']"
1328,1328,469969,Hotel Tocq,8.6,[u'breakfast']
1329,1329,470003,The Square Milano Duomo,9,"[u'bathroom', u'bed', u'breakfast', u'clean', u'comfortable', u'duomo', u'everything', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'large', u'location', u'modern', u'nice', u'perfect', u'room', u'service', u'spacious', u'staff', u'stay', u'walk', u'well']"
1330,1330,470902,Mandarin Oriental Milan,9.2,[]
1331,1331,470936,Art Hotel Navigli,8.6,"[u'area', u'bar', u'breakfast', u'clean', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'restaurant', u'room', u'staff']"
1332,1332,471302,Hotel Balmoral,8.3,[u'location']
1333,1333,471442,Brunelleschi Hotel,8.3,"[u'breakfast', u'clean', u'duomo', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff', u'walk']"
1334,1334,471986,Camperio House Suites Apartments,8.9,"[u'location', u'room', u'staff']"
1335,1335,472137,TownHouse 33,8.2,[u'location']
1336,1336,472256,Hotel Capitol Milano,8.3,"[u'good', u'location']"
1337,1337,472322,Hotel Clerici,9,"[u'location', u'room', u'staff']"
